"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20140010525","34,725","106,094"
"T20140010612","273,400","6,646"
"T20140010638","74,181","1,350"
"T20140010673","37,793","9,019"
"T20140010688","45,786","9,322"
"T20140010692","957","6,703"
"T20140010708","15,416","7,753"
"T20140010733","29,694","6,374"
"T20140010750","278,491","9,604"
"T20140010771","267,305","8,676"
"T20140010785","45,763","8,864"
"T20140010786","272,003","9,238"
"T20140010803","224,428","6,822"
"T20140010817","37,302","9,365"
"T20140010828","45,175","1,280"
"T20140010840","50,704","7,998"
"T20140010855","271,392","5,820"
"T20140010859","44,014","6,846"
"T20140010874","244,480","1,127"
"T20140010924","35,315","6,359"
"T20140010963","224,287","6,330"
"T20140010965","29,746","6,456"
"T20140010976","274,276","101,246"
"T20140010995","35,432","5,028"
"T20140011066","35,465","5,322"
"T20140011067","272,032","103,583"
"T20140011084","56,157","6,444"
"T20140011085","44,382","9,567"
"T20140011129","54,331","8,933"
"T20140011161","272,054","100,461"
"T20140011176","39,557","5,303"
"T20140011194","272,063","1,010"
"T20140011197","38,765","9,244"
"T20140011198","793","1,000"
"T20140011198","793","6,086"
"T20140011201","795","6,010"
"T20140011206","36,207","9,253"
"T20140011212","67,820","102,494"
"T20140011214","73,589","7,965"
"T20140011232","29,797","8,906"
"T20140011271","34,171","106,088"
"T20140011282","49,662","7,602"
"T20140011319","30,820","9,200"
"T20140011350","50,154","7,784"
"T20140011379","227,113","101,320"
"T20140011394","227,971","9,057"
"T20140011440","38,266","5,086"
"T20140011482","50,186","7,800"
"T20140011492","39,338","5,345"
"T20140011527","740","5,781"
"T20140011536","267,305","8,676"
"T20140011542","46,085","1,000"
"T20140011546","254,167","103,585"
"T20140011551","42,577","105,834"
"T20140011575","242,734","6,103"
"T20140011603","40,612","5,543"
"T20140011608","40,289","5,442"
"T20140011621","58,082","104,817"
"T20140011626","271,545","7,915"
"T20140011644","44,716","100,499"
"T20140011665","45,952","9,274"
"T20140011668","258,702","9,233"
"T20140011678","260,062","9,260"
"T20140011698","15,407","7,727"
"T20140011699","55,791","6,194"
"T20140011713","47,489","102,960"
"T20140011723","46,273","106,029"
"T20140011727","272,043","9,084"
"T20140011752","36,152","106,118"
"T20140011768","271,511","104,852"
"T20140011772","38,010","9,018"
"T20140011801","10,592","1,000"
"T20140011803","43,027","6,301"
"T20140011819","69,286","103,182"
"T20140011828","54,674","103,982"
"T20140011850","380","106,078"
"T20140011887","272,101","105,401"
"T20140011940","271,624","101,937"
"T20140011970","41,444","5,924"
"T20140011982","38,468","5,044"
"T20140011988","54,768","5,208"
"T20140011989","35,368","100,860"
"T20140011997","30,032","2,287"
"T20140012022","84","5,272"
"T20140012024","45,881","1,030"
"T20140012040","46,792","9,234"
"T20140012074","35,431","1,016"
"T20140012084","36,950","8,790"
"T20140012117","65,968","5,304"
"T20140012148","46,654","1,015"
"T20140012187","22,519","2,274"
"T20140012199","222,523","5,527"
"T20140012207","42,123","101,320"
"T20140012220","278,568","8,642"
"T20140012231","1,248","8,753"
"T20140012244","272,017","102,778"
"T20140012252","29,416","9,375"
"T20140012257","1,323","8,758"
"T20140012283","44,884","104,258"
"T20140012286","39,558","5,308"
"T20140012342","52,389","102,444"
"T20140012354","55,791","6,194"
"T20140012453","38,607","9,349"
"T20140012471","54,466","1,243"
"T20140012476","37,496","5,124"
"T20140012484","52,047","1,108"
"T20140012514","42,658","6,174"
"T20140012557","46,030","9,549"
"T20140012572","41,364","5,894"
"T20140012605","41,542","5,969"
"T20140012616","222,171","2,326"
"T20140012628","410","9,023"
"T20140012638","46,241","8,934"
"T20140012640","278,699","100,894"
"T20140012645","35,520","5,534"
"T20140012656","58,086","8,843"
"T20140012668","39,544","5,316"
"T20140012677","29,549","5,300"
"T20140012684","224,428","6,822"
"T20140012696","52,826","101,220"
"T20140012704","47,464","7,676"
"T20140012718","29,429","9,408"
"T20140012741","224,619","8,724"
"T20140012756","41,889","5,845"
"T20140012769","35,314","6,894"
"T20140012823","52,110","1,153"
"T20140012889","278,701","104,428"
"T20140012890","36,858","9,413"
"T20140012925","30,032","2,287"
"T20140012950","41,182","8,839"
"T20140012990","42,197","6,153"
"T20140013040","272,173","1,006"
"T20140013100","272,528","101,519"
"T20140013105","53,208","7,820"
"T20140013124","868","6,379"
"T20140013139","587","5,653"
"T20140013152","51,348","4,021"
"T20140013170","48,173","8,597"
"T20140013199","226,339","104,340"
"T20140013204","65,916","5,294"
"T20140013244","46,126","5,534"
"T20140013255","41,693","5,861"
"T20140013268","36,869","8,558"
"T20140013303","44,796","1,344"
"T20140013308","45,877","9,047"
"T20140013315","273,896","101,883"
"T20140013317","70,751","6,384"
"T20140013334","53,698","7,583"
"T20140013351","44,465","7,774"
"T20140013372","673","5,849"
"T20140013385","272,746","8,892"
"T20140013411","47,973","9,554"
"T20140013433","538","8,882"
"T20140013434","274,498","6,576"
"T20140013442","42,744","6,221"
"T20140013463","56,532","5,849"
"T20140013474","883","8,959"
"T20140013523","29,375","9,241"
"T20140013547","65,785","5,276"
"T20140013563","44,382","9,567"
"T20140013566","231,516","6,331"
"T20140013615","280,112","6,820"
"T20140013624","42,744","6,221"
"T20140013640","29,754","8,738"
"T20140013678","231,222","7,551"
"T20140013701","53,004","2,348"
"T20140013711","29,754","8,738"
"T20140013717","41,558","5,826"
"T20140013718","49,417","7,986"
"T20140013742","10,475","1,028"
"T20140013773","721","5,995"
"T20140013776","29,741","6,673"
"T20140013871","46,543","1,004"
"T20140013876","41,812","5,690"
"T20140013900","245,214","5,755"
"T20140013900","245,214","101,261"
"T20140013910","222,991","102,035"
"T20140013912","234,955","9,388"
"T20140013927","29,652","5,827"
"T20140013941","246,851","6,573"
"T20140014003","40,613","5,544"
"T20140014027","37,833","9,173"
"T20140014066","221,459","8,758"
"T20140014075","29,491","9,007"
"T20140014127","37,424","9,497"
"T20140014163","227,929","6,493"
"T20140014179","224,568","5,794"
"T20140014183","36,138","6,291"
"T20140014195","29,773","6,797"
"T20140014220","793","1,000"
"T20140014220","793","6,086"
"T20140014224","223,827","7,833"
"T20140014261","272,979","103,603"
"T20140014268","42,744","6,221"
"T20140014293","38,938","5,362"
"T20140014296","45,823","103,373"
"T20140014314","37,670","8,726"
"T20140014322","41,847","5,927"
"T20140014361","37,962","9,010"
"T20140014386","41,713","5,715"
"T20140014399","37,752","5,533"
"T20140014405","40,500","5,518"
"T20140014417","273,011","8,674"
"T20140014440","899","6,573"
"T20140014453","250,940","5,783"
"T20140014455","35,611","6,265"
"T20140014476","274,082","5,048"
"T20140014523","29,746","6,456"
"T20140014549","37,945","102,352"
"T20140014584","29,387","9,395"
"T20140014609","273,619","9,254"
"T20140014612","29,746","6,456"
"T20140014636","46,827","5,685"
"T20140014637","36,138","6,291"
"T20140014656","270,520","104,098"
"T20140014672","57,716","5,825"
"T20140014674","277,223","6,530"
"T20140014706","273,216","3,076"
"T20140014715","43,564","6,773"
"T20140014728","29,429","9,408"
"T20140014729","49,662","7,602"
"T20140014736","55,417","1,237"
"T20140014757","37,693","100,906"
"T20140014772","38,620","9,342"
"T20140014777","57,661","7,784"
"T20140014781","36,210","9,279"
"T20140014804","273,521","5,593"
"T20140014923","50,547","7,788"
"T20140014927","44,884","104,258"
"T20140014997","52,865","2,315"
"T20140015047","40,894","5,517"
"T20140015049","55,763","103,745"
"T20140015076","22","9,260"
"T20140015109","50,328","7,924"
"T20140015111","61,517","8,708"
"T20140015112","227,963","103,007"
"T20140015146","883","8,959"
"T20140015224","273,596","105,683"
"T20140015242","54,586","6,156"
"T20140015288","40,767","5,632"
"T20140015290","64,961","5,171"
"T20140015335","275,759","104,329"
"T20140015374","36,221","9,233"
"T20140015390","1,246","9,121"
"T20140015391","37,788","5,457"
"T20140015406","36,798","9,447"
"T20140015419","225,952","9,060"
"T20140015424","44,208","8,856"
"T20140015429","222,523","5,527"
"T20140015446","41,037","5,667"
"T20140015490","36,230","9,314"
"T20140015505","277,603","7,620"
"T20140015578","64,066","9,126"
"T20140015609","273,916","104,118"
"T20140015631","22,524","103,609"
"T20140015636","240,343","9,415"
"T20140015649","10,592","1,000"
"T20140015656","278,728","8,641"
"T20140015707","57,531","9,555"
"T20140015720","36,528","5,142"
"T20140015736","39,539","5,236"
"T20140015742","46,543","1,004"
"T20140015756","46,695","6,038"
"T20140015797","36,788","102,487"
"T20140015801","1,322","8,744"
"T20140015885","57,052","104,790"
"T20140015890","40,168","5,670"
"T20140015892","274,213","9,164"
"T20140015918","42,451","6,033"
"T20140015921","42,771","6,300"
"T20140015943","36,209","6,717"
"T20140015944","40,140","9,548"
"T20140015975","39,782","5,318"
"T20140016022","36,220","9,200"
"T20140016029","29,372","9,209"
"T20140016038","55,791","6,194"
"T20140016044","232,134","6,914"
"T20140016060","39,715","5,163"
"T20140016072","35,642","6,766"
"T20140016073","51,131","3,156"
"T20140016075","55,675","7,554"
"T20140016109","38,477","5,048"
"T20140016113","917","6,638"
"T20140016119","1,016","6,592"
"T20140016137","234,955","9,388"
"T20140016144","42,805","6,348"
"T20140016176","10,410","9,005"
"T20140016209","38,711","9,214"
"T20140016228","41,244","8,885"
"T20140016236","275,582","5,124"
"T20140016240","35,862","8,776"
"T20140016247","65,139","5,188"
"T20140016281","274,307","5,561"
"T20140016285","44,463","7,708"
"T20140016290","36,797","8,602"
"T20140016311","22,510","2,246"
"T20140016317","42,919","6,219"
"T20140016365","49,662","7,602"
"T20140016410","275,051","5,980"
"T20140016413","45,984","103,422"
"T20140016428","35,081","6,743"
"T20140016454","41,420","5,916"
"T20140016472","30,006","101,792"
"T20140016533","37,161","9,372"
"T20140016604","49,691","7,616"
"T20140016614","50,483","4,190"
"T20140016626","243,974","8,803"
"T20140016627","57,501","9,499"
"T20140016685","36,932","9,400"
"T20140016686","274,360","101,785"
"T20140016785","41,935","5,751"
"T20140016786","47,167","5,411"
"T20140016805","36,983","9,445"
"T20140016819","29,700","6,404"
"T20140016820","41,936","5,772"
"T20140016824","36,463","102,041"
"T20140016831","54,763","9,022"
"T20140016847","46,086","6,109"
"T20140016848","29,813","9,115"
"T20140016891","35,465","5,322"
"T20140016901","58,068","9,577"
"T20140016906","29,384","6,112"
"T20140016924","239,799","9,257"
"T20140016962","699","100,890"
"T20140016973","38,456","5,095"
"T20140017020","33,419","7,734"
"T20140017036","42,411","6,087"
"T20140017073","49,992","7,716"
"T20140017082","244,068","9,183"
"T20140017104","34,518","9,005"
"T20140017140","612","5,538"
"T20140017141","48,998","1,026"
"T20140017181","52,110","1,153"
"T20140017182","29,591","9,544"
"T20140017206","35,511","5,664"
"T20140017217","37,583","9,452"
"T20140017221","274,733","105,852"
"T20140017227","57,065","9,172"
"T20140017241","42,590","6,184"
"T20140017274","35,350","105,479"
"T20140017279","228,035","6,816"
"T20140017333","43,935","106,073"
"T20140017365","69,295","103,180"
"T20140017369","43,981","6,782"
"T20140017420","889","6,476"
"T20140017421","36,818","101,329"
"T20140017424","37,962","9,010"
"T20140017440","29,953","7,833"
"T20140017446","35,262","7,715"
"T20140017453","25,939","8,838"
"T20140017594","222,171","2,326"
"T20140017610","36,782","6,448"
"T20140017616","36,663","8,671"
"T20140017654","45,826","8,867"
"T20140017659","39,338","5,345"
"T20140017680","41,728","5,980"
"T20140017707","34,970","8,757"
"T20140017757","72,219","101,731"
"T20140017778","277,223","6,530"
"T20140017781","38,872","5,363"
"T20140017796","57,539","5,760"
"T20140017833","289,397","4,094"
"T20140017853","57,932","5,485"
"T20140017855","234,871","8,816"
"T20140017858","40,884","5,426"
"T20140017865","37,702","5,528"
"T20140017885","53,266","9,258"
"T20140017913","57,395","106,101"
"T20140017926","274,839","6,379"
"T20140017962","275,110","103,840"
"T20140017963","275,961","103,595"
"T20140017965","274,841","104,757"
"T20140017991","41,039","5,667"
"T20140017992","34,021","5,673"
"T20140018001","42,451","6,033"
"T20140018004","29,694","6,374"
"T20140018023","35,491","9,520"
"T20140018029","57,887","102,590"
"T20140018031","37,600","9,505"
"T20140018054","53,315","1,179"
"T20140018060","49,209","1,193"
"T20140018064","59,188","3,160"
"T20140018088","66,100","5,342"
"T20140018101","38,765","9,244"
"T20140018110","49,137","7,676"
"T20140018154","274,959","6,218"
"T20140018179","274,987","2,252"
"T20140018198","42,744","6,221"
"T20140018291","70,241","6,222"
"T20140018298","44,972","9,011"
"T20140018304","15,443","100,568"
"T20140018310","275,044","5,336"
"T20140018347","258,754","101,246"
"T20140018361","36,152","106,118"
"T20140018371","277,168","6,789"
"T20140018382","36,230","9,314"
"T20140018411","36,287","9,316"
"T20140018421","69,681","6,077"
"T20140018446","169","9,305"
"T20140018451","45,461","9,142"
"T20140018476","47,285","104,756"
"T20140018486","35,400","9,485"
"T20140018487","275,525","105,553"
"T20140018616","55,182","102,960"
"T20140018628","236,994","9,279"
"T20140018656","41,749","5,734"
"T20140018658","43,027","6,301"
"T20140018698","233,342","5,849"
"T20140018729","41,149","9,572"
"T20140018744","986","6,479"
"T20140018757","221,459","8,758"
"T20140018762","278,486","9,585"
"T20140018827","47,356","8,845"
"T20140018858","253,722","8,982"
"T20140018878","65,369","5,223"
"T20140018911","40,168","5,670"
"T20140018918","917","6,638"
"T20140018998","35,619","6,344"
"T20140019012","12,930","9,559"
"T20140019019","40,894","5,517"
"T20140019023","11,397","8,967"
"T20140019048","40,612","5,543"
"T20140019078","278,568","8,642"
"T20140019111","266,516","5,947"
"T20140019121","43,779","1,021"
"T20140019145","275,245","100,484"
"T20140019155","246,851","6,573"
"T20140019194","43,053","8,982"
"T20140019215","55,876","5,837"
"T20140019234","44,701","105,788"
"T20140019239","58,068","9,577"
"T20140019278","69,800","6,101"
"T20140019302","275,313","105,396"
"T20140019310","224,920","5,646"
"T20140019318","37,592","9,490"
"T20140019331","35,546","5,754"
"T20140019331","35,546","101,261"
"T20140019352","49,988","103,577"
"T20140019381","45,877","9,047"
"T20140019446","227,899","5,772"
"T20140019492","10,592","1,000"
"T20140019496","41,812","5,690"
"T20140019502","49,694","7,619"
"T20140019516","54,453","9,413"
"T20140019544","343","5,266"
"T20140019557","60,593","4,321"
"T20140019597","42,432","104,755"
"T20140019604","1,190","100,334"
"T20140019605","478","5,254"
"T20140019625","277,325","6,415"
"T20140019674","266,674","1,214"
"T20140019676","278,338","104,732"
"T20140019687","35,375","9,350"
"T20140019696","69,375","5,981"
"T20140019721","43,049","6,326"
"T20140019743","275,468","1,000"
"T20140019758","899","6,573"
"T20140019786","252,224","100,404"
"T20140019826","238,874","1,122"
"T20140019902","69,258","5,955"
"T20140019909","275,495","5,060"
"T20140019913","61,279","8,652"
"T20140019915","51,348","4,021"
"T20140019933","222,023","6,378"
"T20140019976","277,496","3,118"
"T20140019989","275,519","6,844"
"T20140020037","51,735","4,190"
"T20140020040","54,089","6,083"
"T20140020049","275,598","5,781"
"T20140020063","249,179","9,510"
"T20140020165","35,438","8,799"
