"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20100049248","242,523","4,296"
"T20100049274","223,311","5,789"
"T20100049313","49,990","7,715"
"T20100049323","37,905","101,759"
"T20100049334","49,137","7,676"
"T20100049360","238,568","1,131"
"T20100049386","36,261","9,315"
"T20100049434","44,416","8,873"
"T20100049443","69,204","5,942"
"T20100049497","239,041","6,651"
"T20100049531","35,939","9,057"
"T20100049562","57,716","5,825"
"T20100049566","38,056","9,026"
"T20100049577","238,613","9,006"
"T20100049658","240,323","5,542"
"T20100049659","40,236","104,247"
"T20100049665","49,211","1,246"
"T20100049685","46,955","6,757"
"T20100049712","55,376","2,311"
"T20100049729","45,317","9,024"
"T20100049769","119","9,473"
"T20100049794","49,935","7,701"
"T20100049901","50,415","1,320"
"T20100050074","37,571","101,498"
"T20100050120","37,702","5,528"
"T20100050135","37,756","5,437"
"T20100050141","53,637","2,069"
"T20100050178","45,139","9,159"
"T20100050262","49,073","5,148"
"T20100050333","29,372","9,209"
"T20100050384","45,341","102,169"
"T20100050399","239,382","3,106"
"T20100050539","37,592","9,490"
"T20100050628","242,549","104,039"
"T20100050647","41,559","5,857"
"T20100050655","54,763","9,022"
"T20100050714","876","6,270"
"T20100050738","35,705","8,760"
"T20100050791","29,491","9,007"
"T20100050843","39,771","5,387"
"T20100050871","221,983","8,704"
"T20100050880","51,141","3,165"
"T20100050960","42,744","6,221"
"T20100050972","239,855","104,111"
"T20100051030","35,726","5,487"
"T20100051109","52,489","103,678"
"T20100051117","47,221","9,450"
"T20100051121","37,678","100,907"
"T20100051195","42,878","6,215"
"T20100051211","48,915","7,631"
"T20100051238","868","6,379"
"T20100051239","38,056","9,026"
"T20100051297","43,287","6,470"
"T20100051319","242,546","9,089"
"T20100051349","40,613","5,544"
"T20100051356","239,733","1,077"
"T20100051454","228,035","6,816"
"T20100051523","46,030","9,549"
"T20100051581","43,096","6,203"
"T20100051587","39,474","5,333"
"T20100051596","238,874","1,122"
"T20100051659","238,881","102,235"
"T20100051717","42,744","6,221"
"T20100051727","28,872","6,424"
"T20100051757","43,590","104,732"
"T20100051892","37,962","9,010"
"T20100051960","38,456","5,095"
"T20100052026","239,077","106,031"
"T20100052029","908","6,646"
"T20100052030","43,774","8,910"
"T20100052060","42,085","8,962"
"T20100052064","55,455","6,337"
"T20100052075","42,183","6,149"
"T20100052098","15,202","3,087"
"T20100052110","247,592","103,729"
"T20100052170","57,353","8,691"
"T20100052204","52,865","2,315"
"T20100052241","66,714","5,425"
"T20100052296","42,744","6,221"
"T20100052377","70,039","6,155"
"T20100052387","36,214","9,298"
"T20100052410","38,871","5,293"
"T20100052432","239,030","7,834"
"T20100052463","15,268","4,302"
"T20100052473","50,273","7,873"
"T20110000010","899","6,573"
"T20110000046","24,378","6,509"
"T20110000086","53,934","1,212"
"T20110000211","65,093","9,257"
"T20110000224","41,724","5,989"
"T20110000263","37,235","9,084"
"T20110000280","29,491","9,007"
"T20110000316","45,139","9,159"
"T20110000346","40,684","8,960"
"T20110000447","39,492","5,194"
"T20110000451","29,494","9,014"
"T20110000935","42,043","6,051"
"T20110000945","40,924","5,474"
"T20110000980","37,711","9,451"
"T20110001035","36,209","6,717"
"T20110001064","239,620","4,113"
"T20110001077","29,435","8,803"
"T20110001149","38,765","9,244"
"T20110001188","46,709","5,332"
"T20110001204","239,570","102,977"
"T20110001206","35,546","5,754"
"T20110001206","35,546","101,261"
"T20110001248","49,903","101,785"
"T20110001318","57,354","8,693"
"T20110001337","44,370","9,595"
"T20110001374","239,304","1,002"
"T20110001437","47,408","103,358"
"T20110001466","37,894","9,038"
"T20110001475","40,093","9,514"
"T20110001493","224,600","105,625"
"T20110001641","57,779","5,397"
"T20110001675","35,714","9,155"
"T20110001706","57,709","9,390"
"T20110001834","36,135","104,544"
"T20110001835","917","6,638"
"T20110001882","60,301","3,251"
"T20110001884","49,662","7,602"
"T20110001977","228","9,406"
"T20110002112","53,503","1,007"
"T20110002136","37,691","100,905"
"T20110002160","54,466","1,243"
"T20110002185","50,841","3,017"
"T20110002205","36,138","6,291"
"T20110002264","62,183","8,841"
"T20110002281","65,714","9,337"
"T20110002283","29,416","9,375"
"T20110002285","239,686","4,322"
"T20110002378","56,828","104,666"
"T20110002428","32,012","5,538"
"T20110002434","48,431","5,402"
"T20110002453","234,871","8,816"
"T20110002504","29,416","9,375"
"T20110002518","57,471","9,391"
"T20110002626","41,018","5,521"
"T20110002651","536","5,263"
"T20110002687","35,662","8,601"
"T20110002735","240,421","9,276"
"T20110002769","43,287","6,470"
"T20110002794","36,291","9,323"
"T20110002857","239,899","2,400"
"T20110002866","50,154","7,784"
"T20110002881","35,379","7,770"
"T20110002934","32,435","5,707"
"T20110002970","51,735","4,190"
"T20110003003","43,095","6,220"
"T20110003009","239,616","5,411"
"T20110003073","24,378","6,509"
"T20110003101","239,917","7,503"
"T20110003143","50,193","7,805"
"T20110003238","54,606","100,169"
"T20110003262","239,651","3,254"
"T20110003273","883","8,959"
"T20110003300","50,325","7,923"
"T20110003324","713","5,957"
"T20110003408","29,988","102,067"
"T20110003412","61,156","7,509"
"T20110003449","57,252","5,818"
"T20110003476","224,600","105,625"
"T20110003480","50,276","7,881"
"T20110003588","47,424","6,566"
"T20110003758","66,898","5,458"
"T20110003834","768","6,103"
"T20110003889","72,855","1,238"
"T20110003900","54,439","2,375"
"T20110003914","37,763","5,450"
"T20110003960","40,864","5,428"
"T20110003985","84","5,272"
"T20110004014","43,061","6,385"
"T20110004017","29,363","9,205"
"T20110004057","40,315","5,487"
"T20110004126","240,157","4,294"
"T20110004162","57,918","5,726"
"T20110004222","42,176","6,116"
"T20110004231","29,416","9,375"
"T20110004260","29,416","9,375"
"T20110004317","40,123","9,543"
"T20110004387","240,245","8,010"
"T20110004394","43,852","102,035"
"T20110004425","29,710","6,284"
"T20110004431","42,583","6,178"
"T20110004447","391","5,520"
"T20110004486","240,178","4,275"
"T20110004493","40,910","5,624"
"T20110004505","240,956","101,797"
"T20110004533","52,860","2,313"
"T20110004590","47,892","9,559"
"T20110004693","37,833","9,173"
"T20110004753","36,838","6,484"
"T20110004761","42,123","101,320"
"T20110004914","46,099","5,613"
"T20110005054","57,354","8,693"
"T20110005073","38,468","5,044"
"T20110005095","49,826","7,675"
"T20110005135","37,694","100,906"
"T20110005206","240,518","5,315"
"T20110005207","39,825","1,018"
"T20110005226","41,786","5,956"
"T20110005246","37,590","9,484"
"T20110005304","1,248","8,753"
"T20110005355","38,669","9,392"
"T20110005397","17,612","3,086"
"T20110005418","234,955","9,388"
"T20110005459","69,125","7,569"
"T20110005464","44,164","6,931"
"T20110005474","240,406","7,597"
"T20110005545","240,343","9,415"
"T20110005602","38,006","9,181"
"T20110005685","240,462","102,135"
"T20110005706","246,872","5,591"
"T20110005837","37,182","9,437"
"T20110005942","40,894","5,517"
"T20110006060","45,554","9,117"
"T20110006063","63,471","9,056"
"T20110006098","38,098","9,032"
"T20110006100","43,097","101,128"
"T20110006112","36,220","9,200"
"T20110006140","46,127","9,204"
"T20110006148","64,961","5,171"
"T20110006169","41,039","5,667"
"T20110006209","57,801","102,566"
"T20110006334","240,539","9,186"
"T20110006367","29,396","9,329"
"T20110006404","36,190","106,022"
"T20110006408","56,036","6,617"
"T20110006427","29,893","1,001"
"T20110006429","42,471","104,756"
"T20110006538","46,709","5,332"
"T20110006567","35,379","7,770"
"T20110006594","57,408","9,048"
"T20110006594","57,408","102,169"
"T20110006642","29,746","6,456"
"T20110006716","51,143","3,173"
"T20110006792","11,077","6,557"
"T20110006830","38,056","9,026"
"T20110006883","240,589","5,215"
"T20110006912","35,638","102,085"
"T20110006920","40,140","9,548"
"T20110006929","39,558","5,308"
"T20110006965","29,387","9,395"
"T20110006973","1,246","9,121"
"T20110006979","240,617","106,007"
"T20110006984","38,321","5,116"
"T20110007123","29,522","9,226"
"T20110007158","52,857","2,306"
"T20110007221","52,183","1,182"
"T20110007272","48,143","9,280"
"T20110007294","49,928","7,700"
"T20110007350","49,790","7,662"
"T20110007401","22,433","2,101"
"T20110007579","713","5,957"
"T20110007608","244,915","8,561"
"T20110007726","241,104","6,752"
"T20110007737","29,592","9,519"
"T20110007740","44,208","8,856"
"T20110007926","35,638","102,085"
"T20110007927","39,826","1,018"
"T20110008016","1,190","100,334"
"T20110008072","50,207","7,811"
"T20110008174","29,887","1,002"
"T20110008225","38,098","9,032"
"T20110008302","55,539","9,396"
"T20110008367","37,235","9,084"
"T20110008368","241,586","4,299"
"T20110008420","29,364","9,206"
"T20110008447","38,456","5,095"
"T20110008455","42,575","6,162"
"T20110008518","39,730","5,153"
"T20110008529","38,499","9,385"
"T20110008602","29,566","5,350"
"T20110008627","42,746","6,207"
"T20110008643","29,741","6,673"
"T20110008673","240,826","5,863"
"T20110008679","240,082","2,235"
"T20110008738","17,614","3,095"
"T20110008830","35,408","9,510"
"T20110008833","32,012","5,538"
"T20110008918","37,702","5,528"
"T20110008962","1,038","6,857"
"T20110009010","42,575","6,162"
"T20110009064","73,267","6,851"
"T20110009102","52,590","2,089"
"T20110009121","240,393","100,182"
"T20110009157","234,871","8,816"
"T20110009195","1,316","8,715"
"T20110009235","35,611","6,265"
"T20110009313","228,894","1,024"
"T20110009420","243,734","9,510"
"T20110009457","540","1,019"
"T20110009462","29,746","6,456"
"T20110009492","44,633","8,991"
"T20110009504","48,154","9,197"
"T20110009539","29,746","6,456"
"T20110009628","68,450","5,748"
"T20110009637","22,433","2,101"
"T20110009684","37,751","5,533"
"T20110009696","50,051","7,734"
"T20110009701","40,437","5,499"
"T20110009760","1,246","9,121"
"T20110009803","71,445","7,633"
"T20110009861","50,328","7,924"
"T20110009899","245,340","1,016"
"T20110009907","329","5,267"
"T20110009938","225,009","8,693"
"T20110009975","68,262","5,737"
"T20110010120","48,598","8,750"
"T20110010128","40,093","9,514"
"T20110010133","35,619","6,344"
"T20110010186","240,827","5,727"
"T20110010234","1,252","6,885"
"T20110010273","42,451","6,033"
"T20110010292","40,357","106,095"
"T20110010294","43,049","6,326"
"T20110010297","240,988","100,415"
"T20110010351","46,085","1,000"
"T20110010437","53,698","7,583"
"T20110010498","37,702","5,528"
"T20110010651","37,590","9,484"
"T20110010784","47,919","1,001"
"T20110010863","36,221","9,233"
"T20110010880","66,274","104,098"
"T20110010954","35,619","6,344"
"T20110010964","40,093","9,514"
"T20110010981","10,592","1,000"
"T20110011088","232,102","9,481"
"T20110011278","42,744","6,221"
"T20110011303","15,434","7,822"
"T20110011394","41,796","5,739"
"T20110011400","57,501","9,499"
"T20110011402","929","6,605"
"T20110011408","15,418","103,414"
"T20110011430","57,887","102,590"
"T20110011449","478","5,254"
"T20110011473","241,093","4,215"
"T20110011491","42,460","6,194"
"T20110011509","221,904","6,188"
"T20110011548","56,077","7,724"
"T20110011563","45,341","102,169"
"T20110011564","43,096","6,203"
"T20110011602","39,557","5,303"
"T20110011654","29,363","9,205"
"T20110011687","47,029","9,370"
"T20110011725","37,635","5,434"
"T20110011739","30,025","4,022"
"T20110011744","35,411","106,081"
"T20110011751","36,398","101,547"
"T20110011858","42,674","6,034"
"T20110011921","59,757","4,175"
"T20110012007","29,627","5,459"
"T20110012008","37,753","8,679"
"T20110012012","37,916","9,186"
"T20110012042","41,269","5,722"
"T20110012053","49,935","7,701"
"T20110012092","54,833","104,542"
"T20110012134","55,791","6,194"
"T20110012203","29,364","9,206"
"T20110012223","46,819","9,477"
"T20110012240","36,291","9,323"
"T20110012274","40,613","5,544"
"T20110012277","66,128","5,351"
"T20110012282","29,375","9,241"
"T20110012328","167","8,669"
"T20110012360","52,494","1,024"
"T20110012384","42,732","100,928"
"T20110012428","53,179","6,139"
"T20110012544","47,183","9,343"
"T20110012637","243,123","3,130"
"T20110012715","42,451","6,033"
"T20110012747","41,116","9,559"
"T20110012766","224,040","9,440"
"T20110012820","43,766","101,639"
"T20110013011","242,241","104,273"
"T20110013050","223,225","8,644"
"T20110013074","224,428","6,822"
"T20110013110","241,525","105,150"
"T20110013157","35,642","6,766"
"T20110013267","226,619","5,322"
"T20110013313","54,437","9,161"
"T20110013325","17,632","3,139"
"T20110013337","44,416","8,873"
"T20110013364","34,705","104,270"
"T20110013400","36,950","8,790"
"T20110013404","221,398","8,655"
"T20110013422","29,893","1,001"
"T20110013556","29,372","9,209"
"T20110013562","244,068","9,183"
"T20110013610","20,846","1,249"
"T20110013637","51,246","3,006"
"T20110013654","36,210","9,279"
"T20110013669","42,467","6,083"
"T20110013705","37,297","8,969"
"T20110013741","39,775","5,202"
"T20110013762","242","9,424"
"T20110013895","29,746","6,456"
"T20110014069","50,131","7,769"
"T20110014184","241,875","2,317"
"T20110014324","51,141","3,165"
"T20110014331","225,402","6,853"
"T20110014372","222,859","7,813"
"T20110014380","61,021","2,341"
"T20110014452","84","5,272"
"T20110014590","67,691","5,630"
"T20110014593","36,663","8,671"
"T20110014639","43,806","5,258"
"T20110014648","29,999","2,254"
"T20110014694","45,937","5,292"
"T20110014719","65,734","104,221"
"T20110014785","252,852","8,753"
"T20110014872","45,793","104,848"
"T20110014885","55,889","7,731"
"T20110014945","38,765","9,244"
"T20110014975","40,894","5,517"
"T20110014981","222,023","6,378"
"T20110015006","43,933","6,713"
"T20110015016","231,563","9,395"
"T20110015035","959","6,714"
"T20110015068","897","6,582"
"T20110015147","41,819","5,907"
"T20110015205","36,419","8,780"
"T20110015267","10,592","1,000"
"T20110015413","40,894","5,517"
"T20110015430","246,160","8,533"
"T20110015548","801","6,166"
"T20110015556","56,710","7,924"
"T20110015561","41,812","5,690"
"T20110015568","40,123","9,543"
"T20110015569","702","5,815"
"T20110015619","39,539","5,236"
"T20110015620","42,672","8,976"
"T20110015631","38,935","5,358"
"T20110015637","40,377","5,607"
"T20110015648","37,833","9,173"
"T20110015670","46,308","9,020"
"T20110015795","49,655","7,600"
"T20110015809","241,659","9,156"
"T20110015823","793","1,000"
"T20110015823","793","6,086"
"T20110015838","35,424","106,093"
"T20110015985","65,962","100,581"
"T20110016100","46,543","1,004"
"T20110016125","883","8,959"
"T20110016142","38,477","5,048"
"T20110016224","222,837","103,025"
"T20110016235","242","9,424"
"T20110016327","15,501","1,008"
"T20110016421","73,416","7,929"
"T20110016456","227,899","5,772"
"T20110016459","19,446","4,193"
"T20110016463","227,929","6,493"
"T20110016604","242,054","6,940"
"T20110016689","44,925","8,995"
"T20110016728","52,836","2,287"
"T20110016736","371","9,470"
"T20110016813","221,437","8,715"
"T20110016853","70,456","6,297"
"T20110016883","242,060","103,357"
"T20110016898","57,852","9,201"
"T20110016977","241,904","5,901"
"T20110017027","241,915","6,323"
"T20110017037","42,451","6,033"
"T20110017039","29,741","6,673"
"T20110017253","35,611","6,265"
"T20110017466","243,352","105,674"
"T20110017545","83","9,299"
"T20110017658","37,590","9,484"
"T20110017671","91,659","5,490"
"T20110017736","29,700","6,404"
"T20110017738","41,991","5,934"
"T20110017812","65,811","5,282"
"T20110017827","38,935","5,358"
"T20110017855","36,265","6,821"
"T20110017897","244,864","7,801"
"T20110017927","40,740","5,404"
"T20110017963","66,759","9,478"
"T20110018109","57,465","103,335"
"T20110018180","44,925","8,995"
"T20110018191","53,359","2,258"
"T20110018246","224,568","5,794"
"T20110018281","36,869","8,558"
"T20110018312","846","106,069"
"T20110018370","49,210","1,245"
"T20110018517","53,382","2,289"
"T20110018576","43,779","1,021"
"T20110018587","56,459","8,575"
"T20110018612","28,872","6,424"
"T20110018665","36,950","8,790"
"T20110018703","29,710","6,284"
"T20110018717","29,470","5,433"
"T20110018719","242,140","104,750"
"T20110018739","44,382","9,567"
"T20110018835","45,641","9,164"
"T20110018884","35,553","100,891"
"T20110018900","49,800","7,664"
"T20110018937","1,177","6,547"
"T20110018949","84","5,272"
"T20110018994","50,635","7,970"
"T20110019015","55,876","5,837"
"T20110019198","19,347","4,056"
"T20110019209","37,833","9,173"
"T20110019210","46,387","7,701"
"T20110019280","42,197","6,153"
"T20110019309","47,973","9,554"
"T20110019359","242,278","6,512"
"T20110019473","85","1,005"
"T20110019549","689","5,848"
"T20110019618","45,785","5,456"
"T20110019628","29,877","6,511"
"T20110019667","45,230","9,054"
"T20110019672","46,322","7,840"
"T20110019702","56,380","5,377"
"T20110019747","57,542","5,771"
"T20110019747","57,542","104,334"
"T20110019869","57,573","6,016"
"T20110019899","39,748","5,146"
"T20110019911","48,220","8,930"
"T20110019933","70,361","101,134"
"T20110019941","242,292","4,142"
"T20110019949","29,491","9,007"
"T20110020014","57,471","9,391"
"T20110020033","48,998","1,026"
"T20110020060","50,547","7,788"
"T20110020136","876","6,270"
"T20110020147","39,274","5,342"
"T20110020187","17,632","3,139"
"T20110020238","242,424","105,479"
"T20110020280","44,918","9,123"
"T20110020300","49,662","7,602"
"T20110020305","242,432","5,062"
"T20110020328","55,362","1,130"
"T20110020329","36,152","106,118"
"T20110020393","42,819","6,400"
"T20110020492","57,759","1,142"
"T20110020505","478","5,254"
"T20110020669","49,978","104,788"
"T20110020686","46,695","6,038"
"T20110020696","242,734","6,103"
"T20110020764","44,601","8,816"
"T20110020785","40,951","5,456"
"T20110020837","37,793","9,019"
"T20110020912","227,378","5,693"
"T20110020912","227,378","106,066"
"T20110020963","57,254","100,065"
"T20110020972","242,790","103,019"
"T20110021047","38,572","8,805"
"T20110021149","47,029","9,370"
"T20110021169","73,003","6,812"
"T20110021187","35,432","5,028"
"T20110021210","54,280","9,406"
"T20110021300","52,773","2,249"
"T20110021309","35,451","8,750"
"T20110021328","245,214","5,755"
"T20110021328","245,214","101,261"
"T20110021369","52,110","1,153"
"T20110021528","343","5,266"
"T20110021646","29,908","8,608"
"T20110021676","45,952","9,274"
"T20110021725","243,396","6,189"
"T20110021744","46,278","5,884"
"T20110021777","37,235","9,084"
"T20110021954","50,342","7,941"
"T20110021968","239,799","9,257"
"T20110021973","49,978","104,788"
"T20110022008","35,408","9,510"
"T20110022016","478","5,254"
"T20110022033","38,499","9,385"
"T20110022044","67,115","9,502"
"T20110022083","36,858","9,413"
"T20110022085","29,387","9,395"
"T20110022116","245,215","100,285"
"T20110022140","46,842","104,638"
"T20110022148","42,815","6,381"
"T20110022191","244,728","8,810"
"T20110022230","54,218","104,217"
"T20110022231","55,889","7,731"
"T20110022242","35,308","1,001"
"T20110022242","35,308","9,286"
"T20110022293","51,351","103,739"
"T20110022349","50,121","7,767"
"T20110022366","242,943","5,573"
"T20110022403","41,941","5,696"
"T20110022571","55,772","106,097"
"T20110022644","60,788","2,272"
"T20110022655","243,706","9,016"
"T20110022671","876","6,270"
"T20110022858","46,521","5,127"
"T20110022864","41,848","5,974"
"T20110022906","47,714","9,543"
"T20110022915","29,564","5,180"
"T20110022920","243,445","103,205"
"T20110023020","37,235","9,084"
"T20110023080","56,557","101,099"
"T20110023081","224,619","8,724"
"T20110023251","29,953","7,833"
"T20110023366","40,500","5,518"
"T20110023435","52,865","2,315"
"T20110023482","29,386","9,210"
"T20110023506","37,600","9,505"
"T20110023572","243,144","103,914"
"T20110023670","29,491","9,007"
"T20110023693","57,661","7,784"
"T20110023694","243,150","5,080"
"T20110023775","40,906","5,553"
"T20110023814","64,997","5,178"
"T20110023826","10,592","1,000"
"T20110023847","57,701","8,007"
"T20110023930","49,269","2,227"
"T20110023954","243,709","5,241"
"T20110024048","68,453","5,748"
"T20110024078","243,196","5,543"
"T20110024079","38,931","5,304"
"T20110024106","48,598","8,750"
"T20110024162","34,021","5,673"
"T20110024168","44,382","9,567"
"T20110024181","29,870","9,419"
"T20110024192","35,687","9,089"
"T20110024258","243,910","102,633"
"T20110024319","42,744","6,221"
"T20110024334","30,019","6,627"
"T20110024442","243,247","8,656"
"T20110024460","36,797","8,602"
"T20110024486","35,326","104,148"
"T20110024499","36,838","6,484"
"T20110024629","38,487","5,067"
"T20110024662","44,519","8,746"
"T20110024682","243,714","6,348"
"T20110024765","37,105","6,449"
"T20110024835","91,659","5,490"
"T20110024942","43,970","6,781"
"T20110024950","40,035","9,465"
"T20110024998","41,936","5,772"
"T20110025018","42,181","6,138"
"T20110025021","460","9,309"
"T20110025070","41,802","5,805"
"T20110025111","51,855","4,024"
"T20110025189","60,221","4,260"
"T20110025210","61,254","104,238"
"T20110025211","29,746","6,456"
"T20110025269","53,504","100,568"
"T20110025274","37,769","102,123"
"T20110025294","42,197","6,153"
"T20110025315","38,155","9,047"
"T20110025316","59,853","3,226"
"T20110025320","54,437","9,161"
"T20110025332","49,281","2,306"
"T20110025502","245,098","103,888"
"T20110025542","46,803","8,834"
"T20110025658","41,039","5,667"
"T20110025688","38,993","5,200"
"T20110025707","1,246","9,121"
"T20110025802","243,601","2,136"
"T20110025814","43,767","101,639"
"T20110025843","48,197","5,410"
"T20110025849","44,208","8,856"
"T20110025941","919","6,636"
"T20110025957","44,925","8,995"
"T20110026044","54,325","5,595"
"T20110026055","50,536","7,641"
"T20110026075","243,641","1,331"
"T20110026094","243,638","102,348"
"T20110026109","42,157","6,092"
"T20110026156","243,654","6,575"
"T20110026166","51,071","3,134"
"T20110026283","243,682","5,847"
"T20110026308","612","5,538"
"T20110026334","243,934","2,334"
"T20110026359","40,045","8,913"
"T20110026360","29,939","7,627"
"T20110026391","72,677","6,732"
"T20110026399","250,261","9,480"
"T20110026442","38,572","8,805"
"T20110026447","49,910","7,697"
"T20110026480","43,706","8,550"
"T20110026514","43,027","6,301"
"T20110026536","29,435","8,803"
"T20110026672","222,859","7,813"
"T20110026690","278,486","9,585"
"T20110026704","37,962","9,010"
"T20110026729","40,951","5,456"
"T20110026741","35,567","5,731"
"T20110026779","44,497","7,771"
"T20110026782","42,451","6,033"
"T20110026804","15,312","4,326"
"T20110026843","596","103,566"
"T20110026860","49,269","2,227"
"T20110026868","29,953","7,833"
"T20110026900","228,456","9,325"
"T20110026917","128","1,020"
"T20110026923","37,585","9,474"
"T20110026930","222,007","6,494"
"T20110026989","376","102,938"
"T20110026999","40,576","5,599"
"T20110027071","59,165","3,153"
"T20110027079","230,254","104,604"
"T20110027088","48,173","8,597"
"T20110027093","329","5,267"
"T20110027126","45,642","9,183"
"T20110027188","243,974","8,803"
"T20110027194","50,088","7,749"
"T20110027212","41,991","5,934"
"T20110027230","793","1,000"
"T20110027230","793","6,086"
"T20110027289","578","106,098"
"T20110027294","35,350","105,479"
"T20110027361","51,133","3,157"
"T20110027414","40,141","9,551"
"T20110027420","44,201","8,620"
"T20110027424","30,006","101,792"
"T20110027434","43,503","6,669"
"T20110027442","29,470","5,433"
"T20110027444","54,191","9,407"
"T20110027467","45,325","9,126"
"T20110027520","41,964","5,794"
"T20110027546","244,148","1,101"
"T20110027590","38,434","1,016"
"T20110027601","244,015","103,532"
"T20110027613","41,804","5,892"
"T20110027624","278,728","8,641"
"T20110027657","245,206","1,000"
"T20110027671","51,145","3,172"
"T20110027688","49,800","7,664"
"T20110027696","29,396","9,329"
"T20110027701","44,828","8,860"
"T20110027784","244,136","6,390"
"T20110027795","38,347","5,138"
"T20110027803","237,965","8,583"
"T20110027804","22,519","2,274"
"T20110027835","49,800","7,664"
"T20110027861","29,746","6,456"
"T20110027870","72,894","6,770"
"T20110027901","11","9,205"
"T20110027962","43,095","6,220"
"T20110027976","64,120","103,298"
"T20110027977","34,725","106,094"
"T20110027985","40,910","5,624"
"T20110028001","44,242","8,644"
"T20110028018","36,209","6,717"
"T20110028036","244,185","101,493"
"T20110028129","62,537","104,755"
"T20110028131","60,791","2,274"
"T20110028150","41,749","5,734"
"T20110028184","35,408","9,510"
"T20110028194","36,938","6,478"
"T20110028195","44,938","9,006"
"T20110028210","55,599","1,248"
"T20110028226","63,119","8,995"
"T20110028303","40,595","5,665"
"T20110028315","64,171","5,087"
"T20110028341","67,999","9,545"
"T20110028347","46,656","102,919"
"T20110028361","40,137","102,495"
"T20110028395","45,050","100,447"
"T20110028417","37,269","101,938"
"T20110028418","38,608","8,685"
"T20110028420","50,124","7,766"
"T20110028473","44,302","9,527"
"T20110028484","92","7,829"
"T20110028509","57,544","100,891"
"T20110028541","54,466","1,243"
"T20110028548","221,398","8,655"
"T20110028560","37,407","5,530"
"T20110028585","29,908","8,608"
"T20110028601","244,815","7,831"
"T20110028603","29,900","8,768"
"T20110028608","46,911","9,413"
"T20110028610","56,387","7,915"
"T20110028619","38,840","8,657"
"T20110028643","64,780","103,319"
"T20110028653","46,516","6,717"
"T20110028654","38,688","9,300"
"T20110028658","221,419","8,694"
"T20110028660","53,442","105,591"
"T20110028704","42,474","6,050"
"T20110028715","50,094","7,751"
"T20110028765","35,387","9,426"
"T20110028836","38,874","5,364"
"T20110028849","41,148","9,566"
"T20110028864","39,528","5,326"
"T20110028864","39,528","106,090"
"T20110028938","47,741","8,778"
"T20110028954","1,016","6,592"
"T20110028960","45,881","1,030"
"T20110029024","35,936","9,064"
"T20110029031","35,714","9,155"
"T20110029042","37,916","9,186"
"T20110029062","36,858","9,413"
"T20110029068","221,459","8,758"
"T20110029076","40,389","5,569"
"T20110029107","169","9,305"
"T20110029127","51,538","104,071"
"T20110029200","10,592","1,000"
"T20110029243","49,572","102,909"
"T20110029276","244,480","1,127"
"T20110029334","57,395","106,101"
"T20110029349","44,242","8,644"
"T20110029360","49,953","7,705"
"T20110029365","29,396","9,329"
"T20110029419","244,718","9,569"
"T20110029441","266","8,868"
"T20110029450","230,454","9,498"
"T20110029456","29,900","8,768"
"T20110029468","227,113","101,320"
"T20110029469","36,983","9,445"
"T20110029510","39,713","5,382"
"T20110029543","38,524","9,215"
"T20110029544","47,484","6,488"
"T20110029580","713","5,957"
"T20110029611","45,039","1,209"
"T20110029633","43,691","8,552"
"T20110029646","35,620","6,351"
"T20110029665","801","6,166"
"T20110029719","35,379","7,770"
"T20110029776","231,563","9,395"
"T20110029834","41,964","5,794"
"T20110029853","42,575","6,162"
"T20110029882","46,672","9,548"
"T20110029896","244,666","8,536"
"T20110029987","29,908","8,608"
"T20110029996","868","6,379"
"T20110030009","40,357","106,095"
"T20110030049","51,661","4,173"
"T20110030056","47,183","9,343"
"T20110030090","36,186","5,881"
"T20110030175","65,170","5,191"
"T20110030185","38,098","9,032"
"T20110030188","43,564","6,773"
"T20110030200","43,486","100,387"
"T20110030203","36,083","9,213"
"T20110030236","32,382","5,669"
"T20110030295","44,925","8,995"
"T20110030325","39,051","104,069"
"T20110030327","36,123","105,642"
"T20110030356","38,572","8,805"
"T20110030364","45,885","6,181"
"T20110030380","50,127","7,769"
"T20110030395","45,094","100,446"
"T20110030398","16,155","7,819"
"T20110030420","56,495","100,905"
"T20110030458","1,016","6,592"
"T20110030476","244,661","2,384"
"T20110030500","40,800","103,007"
"T20110030556","45,373","9,041"
"T20110030562","246,326","5,842"
"T20110030572","35,413","5,528"
"T20110030661","37,161","9,372"
"T20110030729","43,643","6,466"
"T20110030738","47,193","5,826"
"T20110030744","48,715","5,639"
"T20110030752","36,206","9,245"
"T20110030795","278,489","105,769"
"T20110030798","64,486","9,167"
"T20110030801","245,851","102,537"
"T20110030808","50,214","7,814"
"T20110030816","10,919","6,651"
"T20110030837","39,558","5,308"
"T20110030844","35,389","9,383"
"T20110030860","41,873","5,806"
"T20110030878","44,828","8,860"
"T20110030898","244,668","102,790"
"T20110030913","37,888","9,195"
"T20110030919","29,386","9,210"
"T20110030924","61,034","2,347"
"T20110030952","65,170","5,191"
"T20110030970","35,532","5,593"
"T20110031000","46,519","5,510"
"T20110031037","50,245","7,843"
"T20110031039","29,416","9,375"
"T20110031041","29,710","6,284"
"T20110031078","39,335","5,198"
"T20110031117","35,993","9,163"
"T20110031128","57,655","7,751"
"T20110031210","10,381","1,002"
"T20110031226","37,587","9,463"
"T20110031230","38,461","8,787"
"T20110031299","54,051","1,240"
"T20110031303","38,944","5,393"
"T20110031313","245,440","105,893"
